ChacoIsotopeDatabaseID,OriginalSampleID,OtherID,ModernArch?,IsotopeSystem(s),SampleType,TissueTType,TissueName,CollagenApatiteEnamel?,GenusOrder,Species,Group,CommonName,Description,SiteID,SanJuanBasin?,SiteNumber,Provenience,UTM,Easting,Northing,Longitude,Latitude,Elevation,Depth,RadiocarbonLabNumber,DatePeriod,DateBeginning,DateMid,DateEnd,DateRange,CollectionDate,Source,OtherNotes,SamplePrepMethod,SampleWeight,Sr87Sr86_Standard,Sr87Sr86_NonEnamel_Value_Raw,Sr87Sr86_NonEnamel_SD_Raw,Sr87Sr86_NonEnamel_Value_Standardized,Sr87Sr86_Enamel_Value_Raw,Sr87Sr86_Enamel_SD_Raw,Sr87Sr86_Enamel_Value_Standardized,d13C_Collagen_Value_Raw,d13C_Collagen_Value_SeussCorrection,d13C_Collagen_Value_SeussCorrection_VegBaselineCorrection,d13C_Apatite_Value_Raw,d13C_Apatite_Value_SeussCorrection,d13C_Apatite_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_Value_Raw,d13C_Enamel_Value_SeussCorrection,d13C_Enamel_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_SD,d13C_Vegetation_Value_Raw,d13C_Vegetation_Value_SeussCorrection,d13C_Hair_Value_Raw,d13C_Hair_Value_SeussCorrection,d13C_Hair_Value_SeussCorrection_VegBaselineCorrection,d13C_WtPercentC,d13C_WtPercentN,d18OVPDB_Apatite_Value_Raw,d18OVPBD_Apatite_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVPDB_Enamel_Value_Raw,d18OVPDB_Enamel_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVSMOW_Water_Value_Raw,d18OVSMOW_Water_SD,d18O_Value_VPDBConverted,d15N_Collagen_Value_Raw,d15N_CNRatio,d15N_AtomicCNRatio,d15N_PercentN,d15N_CollagenYield,d15N_WeightPercentCollagen,dD_Water_Value_Raw,dD_Water_SD,Pb206Pb204_Dentin_Value_Raw,Pb206Pb204_Dentin_SE,Pb207Pb204_Dentin_Value_Raw,Pb207Pb204_Dentin_SE,Pb208Pb204_Dentin_Value_Raw,Pb208Pb204_Dentin_SE,Pb207Pb206_Dentin_Value_Raw,Pb207Pb206_Dentin_SE,Pb208Pb206_Dentin_Value_Raw,Pb208Pb206_Dentin_SE,Pb_Dentin_ng,Pb_Dentin_SampleWeight_g,Pb_Dentin_ppm,Pb206Pb204_Enamel_Value_Raw,Pb206Pb204_Enamel_SE,Pb207Pb204_Enamel_Value_Raw,Pb207Pb204_Enamel_SE,Pb208Pb204_Enamel_Value_Raw,Pb208Pb204_Enamel_SE,Pb207Pb206_Enamel_Value_Raw,Pb207Pb206_Enamel_SE,Pb208Pb206_Enamel_Value_Raw,Pb208Pb206_Enamel_SE,Pb_Enamel_ng,Pb_Enamel_SampleWeight_g,Pb_Enamel_ppm
CID_2307,3232,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-20.6,-20.6,-25.6,,,,,,,,,,,,,41.7,14.8,,,,,,,,,,3.3,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2308,3233,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-15.1,-15.1,-20.1,,,,,,,,,,,,,42.9,15.5,,,,,,,,,,5.2,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2309,3234,,Archaeological,"C, N",Fauna,Bone,,Collagen,Meleagris,gallopavo,Bird,Turkey,Meleagris gallopavo,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-9.7,-9.7,-14.7,,,,,,,,,,,,,37.5,13.4,,,,,,,,,,5.5,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2310,3235,,Archaeological,"C, N",Fauna,Bone,,Collagen,Artiodactyla,,Artiodactyla (ruminant),,medium artiodactyl,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.9,-17.9,-22.9,,,,,,,,,,,,,41.8,15.1,,,,,,,,,,2.9,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2311,3236,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.8,-17.8,-22.8,,,,,,,,,,,,,41.5,14.9,,,,,,,,,,5.4,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2312,3237,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-14.4,-14.4,-19.4,,,,,,,,,,,,,41.3,14.8,,,,,,,,,,5.3,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2313,3238,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.5,-17.5,-22.5,,,,,,,,,,,,,42.5,15.4,,,,,,,,,,4.2,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2314,3239,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-15.1,-15.1,-20.1,,,,,,,,,,,,,42.6,15.4,,,,,,,,,,4.9,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2315,3240,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-15.5,-15.5,-20.5,,,,,,,,,,,,,42.9,15.5,,,,,,,,,,5.1,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2316,3241,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-16.5,-16.5,-21.5,,,,,,,,,,,,,43.6,15.8,,,,,,,,,,4,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2317,3242,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.5,-17.5,-22.5,,,,,,,,,,,,,42.7,15.4,,,,,,,,,,4.3,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2318,3243,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-16.9,-16.9,-21.9,,,,,,,,,,,,,42.5,15.4,,,,,,,,,,3.9,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2319,3244,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-15.2,-15.2,-20.2,,,,,,,,,,,,,42.7,15.5,,,,,,,,,,5.1,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2320,3245,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.4,-17.4,-22.4,,,,,,,,,,,,,43.6,15.8,,,,,,,,,,5.2,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2321,3246,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.2,-17.2,-22.2,,,,,,,,,,,,,40.4,14.5,,,,,,,,,,4,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2322,3247,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-20.2,-20.2,-25.2,,,,,,,,,,,,,41.1,14.8,,,,,,,,,,3.3,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2323,3248,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-19.4,-19.4,-24.4,,,,,,,,,,,,,43.4,15.7,,,,,,,,,,3.6,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2324,3249,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-20,-20,-25,,,,,,,,,,,,,39.8,14.4,,,,,,,,,,3.2,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2325,3250,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-20.9,-20.9,-25.9,,,,,,,,,,,,,39.2,14.1,,,,,,,,,,4.4,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2326,3251,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-21,-21,-26,,,,,,,,,,,,,41.8,15,,,,,,,,,,2.5,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2327,3252,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-18.2,-18.2,-23.2,,,,,,,,,,,,,42.7,15.1,,,,,,,,,,3.5,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2328,3253,,Archaeological,"C, N",Fauna,Bone,,Collagen,Lepus,,Lagomorph,Jackrabbit,Lepus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-17.2,-17.2,-22.2,,,,,,,,,,,,,41.6,14.9,,,,,,,,,,6.8,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2329,3254,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-20,-20,-25,,,,,,,,,,,,,42.3,15.2,,,,,,,,,,3.7,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2330,3255,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-19.5,-19.5,-24.5,,,,,,,,,,,,,42.5,15.3,,,,,,,,,,3.8,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2331,3256,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-19.4,-19.4,-24.4,,,,,,,,,,,,,41.2,15,,,,,,,,,,3.6,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2332,3257,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-18,-18,-23,,,,,,,,,,,,,38.3,13.8,,,,,,,,,,3.9,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2333,3258,,Archaeological,"C, N",Fauna,Bone,,Collagen,Cynomys,,Rodent,Prairie dog,Cynomys,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-18.3,-18.3,-23.3,,,,,,,,,,,,,41.1,15.2,,,,,,,,,,3.6,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2334,3259,,Archaeological,"C, N",Fauna,Bone,,Collagen,Cynomys,,Rodent,Prairie dog,Cynomys,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-19.2,-19.2,-24.2,,,,,,,,,,,,,40.4,14.5,,,,,,,,,,5.8,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2335,3260,,Archaeological,"C, N",Fauna,Bone,,Collagen,Cynomys,,Rodent,Prairie dog,Cynomys,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-18.3,-18.3,-23.3,,,,,,,,,,,,,41.3,15,,,,,,,,,,3.8,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2336,3261,,Archaeological,"C, N",Fauna,Bone,,Collagen,Ovis,canadensis,Bovidae (ruminant),Bighorn Sheep,Ovis canadensis,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-19.4,-19.4,-24.4,,,,,,,,,,,,,40.3,14.5,,,,,,,,,,3.6,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2337,3262,,Archaeological,"C, N",Fauna,Bone,,Collagen,Meleagris,gallopavo,Bird,Turkey,Meleagris gallopavo,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-7.8,-7.8,-12.8,,,,,,,,,,,,,42.7,15.4,,,,,,,,,,5.6,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2338,3263,,Archaeological,"C, N",Fauna,Bone,,Collagen,Meleagris,gallopavo,Bird,Turkey,Meleagris gallopavo,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-8.4,-8.4,-13.4,,,,,,,,,,,,,41.2,14.9,,,,,,,,,,6.7,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2339,3264,,Archaeological,"C, N",Fauna,Bone,,Collagen,Meleagris,gallopavo,Bird,Turkey,Meleagris gallopavo,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-7.9,-7.9,-12.9,,,,,,,,,,,,,40.9,14.8,,,,,,,,,,6.5,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2340,3265,,Archaeological,"C, N",Fauna,Bone,,Collagen,Meleagris,gallopavo,Bird,Turkey,Meleagris gallopavo,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-7.5,-7.5,-12.5,,,,,,,,,,,,,42.2,15.3,,,,,,,,,,6.2,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2341,3266,,Archaeological,"C, N",Fauna,Bone,,Collagen,Meleagris,gallopavo,Bird,Turkey,Meleagris gallopavo,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-7.7,-7.7,-12.7,,,,,,,,,,,,,42.6,15.5,,,,,,,,,,6.3,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2342,3229,,Archaeological,"C, N",Fauna,Bone,,Collagen,Sylvilagus,,Lagomorph,Cottontail,Sylvilagus,Cedar Mesa,,,,,,,,,,,,,,,,,,"Lewis 2018, Table A2",,,,,,,,,,,-20.2,-20.2,-25.2,,,,,,,,,,,,,11.8,3.5,,,,,,,,,,3.8,3.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2343,1,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5324,,,,,,,,,"Lewis 2018, Table A3",,,1.752,,,,,,,,,,,,,,,,,,-14.7,-16.7,,,,51.9,,,,,,,,,,,-0.2,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2344,2,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,1.614,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,54,2.1,,,,,,,,,,-1.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2345,3,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,1.738,,,,,,,,,,,,,,,,,,-16,-18,,,,52,,,,,,,,,,,-1.8,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2346,4,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5725,,,,,,,,,"Lewis 2018, Table A3",,,0.819,,,,,,,,,,,,,,,,,,-14,-16,,,,56.6,2.5,,,,,,,,,,1,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2347,6,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5728,,,,,,,,,"Lewis 2018, Table A3",,,1.668,,,,,,,,,,,,,,,,,,-14.9,-16.9,,,,54.1,,,,,,,,,,,-0.8,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2348,7,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5732,,,,,,,,,"Lewis 2018, Table A3",,,1.757,,,,,,,,,,,,,,,,,,-14.8,-16.8,,,,54.4,,,,,,,,,,,-2.8,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2349,8,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5957,,,,,,,,,"Lewis 2018, Table A3",,,0.902,,,,,,,,,,,,,,,,,,-15.9,-17.9,,,,57.8,,,,,,,,,,,0.2,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2350,10,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5961,,,,,,,,,"Lewis 2018, Table A3",,,1.787,,,,,,,,,,,,,,,,,,-14.5,-16.5,,,,52.5,2.7,,,,,,,,,,-1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2351,11,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5965,,,,,,,,,"Lewis 2018, Table A3",,,0.836,,,,,,,,,,,,,,,,,,-14.1,-16.1,,,,60,3.3,,,,,,,,,,-0.7,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2352,12,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5893,,,,,,,,,"Lewis 2018, Table A3",,,1.122,,,,,,,,,,,,,,,,,,-14.5,-16.5,,,,56.3,3,,,,,,,,,,0.2,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2353,14,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,0.736,,,,,,,,,,,,,,,,,,-14.3,-16.3,,,,60.1,3.1,,,,,,,,,,1.5,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2354,15,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",THR,,,,,,,,,5929,,,,,,,,,"Lewis 2018, Table A3",,,1.711,,,,,,,,,,,,,,,,,,-14.7,-16.7,,,,58,,,,,,,,,,,0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2355,16,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SK,,,,,,,,,5959,,,,,,,,,"Lewis 2018, Table A3",,,1.686,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,50.2,2.2,,,,,,,,,,1.8,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2356,17,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SK,,,,,,,,,7014,,,,,,,,,"Lewis 2018, Table A3",,,0.788,,,,,,,,,,,,,,,,,,-13.7,-15.7,,,,54.5,2.8,,,,,,,,,,1,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2357,18,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SK,,,,,,,,,6677,,,,,,,,,"Lewis 2018, Table A3",,,1.673,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,55.3,2.5,,,,,,,,,,-2,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2358,20,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SK,,,,,,,,,6584,,,,,,,,,"Lewis 2018, Table A3",,,1.7,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,54.2,2.6,,,,,,,,,,-0.1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2359,21,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SK,,,,,,,,,6489,,,,,,,,,"Lewis 2018, Table A3",,,1.639,,,,,,,,,,,,,,,,,,-13.5,-15.5,,,,59.4,3.2,,,,,,,,,,0.6,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2360,22,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SK,,,,,,,,,6038,,,,,,,,,"Lewis 2018, Table A3",,,0.866,,,,,,,,,,,,,,,,,,-15.6,-17.6,,,,54,,,,,,,,,,,1.7,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2361,24,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SFR,,,,,,,,,6276,,,,,,,,,"Lewis 2018, Table A3",,,1.629,,,,,,,,,,,,,,,,,,-13.5,-15.5,,,,55.2,3,,,,,,,,,,-0.6,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2362,25,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SFR,,,,,,,,,6182,,,,,,,,,"Lewis 2018, Table A3",,,0.832,,,,,,,,,,,,,,,,,,-14.7,-16.7,,,,44.2,,,,,,,,,,,1.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2363,26,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SFR,,,,,,,,,6193,,,,,,,,,"Lewis 2018, Table A3",,,1.628,,,,,,,,,,,,,,,,,,-13.9,-15.9,,,,55.4,3.5,,,,,,,,,,-1.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2364,29,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",SFR,,,,,,,,,6076,,,,,,,,,"Lewis 2018, Table A3",,,0.889,,,,,,,,,,,,,,,,,,-14.1,-16.1,,,,55.8,2.6,,,,,,,,,,0.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2365,30,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",CSR,,,,,,,,,6463,,,,,,,,,"Lewis 2018, Table A3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2366,32,,Modern,"C, N",Vegetal,,,,,,,,"Seed, Yucca",CSR,,,,,,,,,6093,,,,,,,,,"Lewis 2018, Table A3",,,0.803,,,,,,,,,,,,,,,,,,-14.5,-16.5,,,,48.8,1.7,,,,,,,,,,2.9,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2367,1,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5324,,,,,,,,,"Lewis 2018, Table A3",,,2.242,,,,,,,,,,,,,,,,,,-13.4,-15.4,,,,42.4,0.5,,,,,,,,,,-0.4,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2368,2,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,2.706,,,,,,,,,,,,,,,,,,-14.6,-16.6,,,,41.7,0.3,,,,,,,,,,-4.8,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2369,3,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5730,,,,,,,,,"Lewis 2018, Table A3",,,2.757,,,,,,,,,,,,,,,,,,-14.4,-16.4,,,,43.7,1.8,,,,,,,,,,-2.5,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2370,4,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5725,,,,,,,,,"Lewis 2018, Table A3",,,2.486,,,,,,,,,,,,,,,,,,-13.9,-15.9,,,,42.1,0.9,,,,,,,,,,-3.2,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2371,6,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5728,,,,,,,,,"Lewis 2018, Table A3",,,2.342,,,,,,,,,,,,,,,,,,-14.2,-16.2,,,,42.5,0.3,,,,,,,,,,-4.9,167.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_2372,7,,Modern,"C, N",Vegetal,,,,,,,,"Fruit, Yucca",THR,,,,,,,,,5732,,,,,,,,,"Lewis 2018, Table A3",,,2.479,,,,,,,,,,,,,,,,,,-13.3,-15.3,,,,42.5,0.2,,,,,,,,,,-6.2,186.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
