dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_doi,pub2_doi,originalDataUrl,neotomaSiteId,neotomaDatasetId,archiveType,proxy,proxyDetail,proxyGeneral,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,wNAmUncertainty,inThisCompilation,QC Certification,QC comments,link to lipdverse
Lily.Cwynar.1990,Lily,North America>United States Of America>Alaska,59.2026,-135.3953,230,10.1139/b90-139,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,1585,10.21233/N31358,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,anom,P,amount@surface,annual,annual,positive,54,12740,159,1.171940398,368,TRUE,SHA,Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/Lily.Cwynar.1990.html
Lily.Cwynar.1990,Lily,North America>United States Of America>Alaska,59.2026,-135.3953,230,10.1139/b90-139,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,1585,10.21233/N31358,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,anom,T,air@surface,warmest month,summer+,positive,54,12740,159,1.171940398,2,TRUE,"DSK, SHA",Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/Lily.Cwynar.1990.html
Lily.Cwynar.1990,Lily,North America>United States Of America>Alaska,59.2026,-135.3953,230,10.1139/b90-139,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,1585,10.21233/N31358,LakeSediment,pollen,assemblage,pollen,MAT,,Temperatures are an average of the best 3 estimates and the anomalies are relative to 1961-1990 baseline period.,temperatureComposite,degC,anom,T,air@surface,coldest + warmest month,annual,positive,54,12740,159,1.171940398,2.1,TRUE,"TB, SHA",remperatures are an average of the best 3 estimates and the anomalies are relative to 1961-1990 baseline period. Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/Lily.Cwynar.1990.html
LimeLake.Steinman.2016,Lime Lake,North America>United States Of America>Washington,48.874,-117.338,781,10.1016/j.quascirev.2016.04.012,,www.ncdc.noaa.gov/paleo/study/21250,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,winter,winterOnly,negative,-54.8,7765.2,11.9,1.79028133,0.33,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/LimeLake.Steinman.2016.html
LimeLake.Steinman.2016,Lime Lake,North America>United States Of America>Washington,48.874,-117.338,781,10.1016/j.quascirev.2016.04.012,,www.ncdc.noaa.gov/paleo/study/21250,,,LakeSediment,d13C,bulk sediment,isotope,,,lake level,d13C,permil,abs,P-E,lakeLevel@surface,winter,winterOnly,negative,-54.8,7765.2,11.9,1.79028133,1,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/LimeLake.Steinman.2016.html
Little.Whitlock.1995,Little,North America>United States Of America>Oregon,44.17,-123.58,217,10.1130/0016-7606(1995)107<0867:LQVACH>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1592,10.21233/N3K446,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,305,10372,279,0.3973378365,2,TRUE,DSK,"age gap of 4.0 ka, but older part of core is well dated",http://lipdverse.org/wNAm/0_16_2/Little.Whitlock.1995.html
Little.Whitlock.1995,Little,North America>United States Of America>Oregon,44.17,-123.58,217,10.1130/0016-7606(1995)107<0867:LQVACH>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1592,10.21233/N3K446,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,305,10372,279,0.3973378365,3,TRUE,DSK,"age gap of 4.0 ka, but older part of core is well dated",http://lipdverse.org/wNAm/0_16_2/Little.Whitlock.1995.html
Little.Whitlock.1995,Little,North America>United States Of America>Oregon,44.17,-123.58,217,10.1130/0016-7606(1995)107<0867:LQVACH>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1592,10.21233/N3K446,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,305,10372,279,0.3973378365,2.1,TRUE,DSK,"age gap of 4.0 ka, but older part of core is well dated",http://lipdverse.org/wNAm/0_16_2/Little.Whitlock.1995.html
Little.Whitlock.1995,Little,North America>United States Of America>Oregon,44.17,-123.58,217,10.1130/0016-7606(1995)107<0867:LQVACH>2.3.CO;2,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1592,10.21233/N3K446,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,305,10372,279,0.3973378365,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/Little.Whitlock.1995.html
LittleMolas.Toney.2006,Little Molas Lake,North America>United States Of America>Colorado,37.742,-107.7078,3330,10.1191/0959683606hl946rp,,wNAm,40543,40543,LakeSediment,pollen,ratio,pollen,,,Indication for the relative position of upper treeline,Picea/Pinus,unitless,abs,T,air@surface,annual,annual,positive,1434,11251,327,0.6111846796,0.19,TRUE,CR,This pollen ratio time series was generated for the wNAm database.,http://lipdverse.org/wNAm/0_16_2/LittleMolas.Toney.2006.html
LittleMolas.Toney.2006,Little Molas Lake,North America>United States Of America>Colorado,37.742,-107.7078,3330,10.1191/0959683606hl946rp,,wNAm,40543,40543,LakeSediment,pollen,ratio,pollen,,,Ratio to relative shifts between the subalpine and the lower altitudinal steppe vegetation belts. A proxy for the elevation of treeline,Picea/Artemisia,unitless,abs,T,air@surface,annual,annual,positive,1434,11251,327,0.6111846796,2.06,TRUE,CR,This pollen ratio time series was generated for the wNAm database.,http://lipdverse.org/wNAm/0_16_2/LittleMolas.Toney.2006.html
LittleMolas.Toney.2006,Little Molas Lake,North America>United States Of America>Colorado,37.742,-107.7078,3330,10.1191/0959683606hl946rp,,wNAm,40543,40543,LakeSediment,pollen,ratio,pollen,,,Indication for the relative position of lower treeline,Pinus/Artemisia,unitless,abs,T,air@surface,annual,annual,positive,1434,11251,327,0.6111846796,2.09,TRUE,CR,This pollen ratio time series was generated for the wNAm database.,http://lipdverse.org/wNAm/0_16_2/LittleMolas.Toney.2006.html
LittleWindy.Minckley.2012,Little Windy,North America>United States Of America>Wyoming,41.43,-106.33,2983,10.1890/11-0283.1,,www.ncdc.noaa.gov/paleo/study/16096,,,LakeSediment,stratigraphy,core transect,biophysical,,,lake level,lakeLevel,m,anom,P-E,lakeLevel@surface,annual,annual,positive,50,12000,50,1.422594142,0.81,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/LittleWindy.Minckley.2012.html
Logan.Fisher.2008,Logan,North America>Canada>Yukon Territory,60.58,-140.5,5300,10.1177/0959683608092236,,www.ncdc.noaa.gov/paleo/study/15444,,,GlacierIce,d18O,water,isotope,,,,d18O,permil,abs,MODE,aleutianLow,winter,winterOnly,negative,-40,12950,10,,1.59,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Logan.Fisher.2008.html
LoneFoxLake.MacDonald.1985,Lone Fox Lake,North America>Canada>Alberta,56.72,-119.72,1100,10.1139/x85-168,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1606,10.21233/N3H74M,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,-32,10864.1,326.7,0.5506557392,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/LoneFoxLake.MacDonald.1985.html
LoneFoxLake.MacDonald.1985,Lone Fox Lake,North America>Canada>Alberta,56.72,-119.72,1100,10.1139/x85-168,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1606,10.21233/N3H74M,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,-32,10864.1,326.7,0.5506557392,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/LoneFoxLake.MacDonald.1985.html
LoneFoxLake.MacDonald.1985,Lone Fox Lake,North America>Canada>Alberta,56.72,-119.72,1100,10.1139/x85-168,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1606,10.21233/N3H74M,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,-32,10864.1,326.7,0.5506557392,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/LoneFoxLake.MacDonald.1985.html
LoneFoxLake.MacDonald.1985,Lone Fox Lake,North America>Canada>Alberta,56.72,-119.72,1100,10.1139/x85-168,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1606,10.21233/N3H74M,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,-32,10864.1,326.7,0.5506557392,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/LoneFoxLake.MacDonald.1985.html
Lonespruce.Kaufman.2012,Lonespruce,North America>United States Of America>Alaska,60.007,-159.143,135,10.1007/s10933-012-9607-4,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,,LakeSediment,BSi,bulk sediment,biophysical,,,,BSi,percent,abs,T,air@surface,growing,summerOnly,positive,-4.623,14523.661,17.95,1.582723589,6.43,TRUE,DSK,,http://lipdverse.org/wNAm/0_16_2/Lonespruce.Kaufman.2012.html
LouisePond.Mathewes.1994,Louise Pond,North America>Canada>British Columbia,52.95,-131.76,650,10.1080/11956860.1994.11682230,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1618,10.21233/N37D23,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,61.7,10974,217.1,0.6414779652,2,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/LouisePond.Mathewes.1994.html
LouisePond.Mathewes.1994,Louise Pond,North America>Canada>British Columbia,52.95,-131.76,650,10.1080/11956860.1994.11682230,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1618,10.21233/N37D23,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,61.7,10974,217.1,0.6414779652,3,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/LouisePond.Mathewes.1994.html
LouisePond.Mathewes.1994,Louise Pond,North America>Canada>British Columbia,52.95,-131.76,650,10.1080/11956860.1994.11682230,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1618,10.21233/N37D23,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,61.7,10974,217.1,0.6414779652,2.1,TRUE,TB,,http://lipdverse.org/wNAm/0_16_2/LouisePond.Mathewes.1994.html
LouisePond.Mathewes.1994,Louise Pond,North America>Canada>British Columbia,52.95,-131.76,650,10.1080/11956860.1994.11682230,10.1038/nature25464,www.ncdc.noaa.gov/paleo/study/27330,1618,10.21233/N37D23,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,61.7,10974,217.1,0.6414779652,368,TRUE,JM,"Pecipitation reconstruction generated with, and using methods described in Marsicek 2018. Reconstruction published as part of the wNAm database.",http://lipdverse.org/wNAm/0_16_2/LouisePond.Mathewes.1994.html
LowderCreekBog.Anderson.1999,Lowder Creek Bog,North America>United States Of America>Utah,37.6644,-112.7749,3077,10.1080/15230430.1999.12003321,,wNAm,14549,14549,Peat,pollen,single species,pollen,,,Pinus edulis: a good approximate of changes in winter precipitation.,Pinyon,unitless,abs,P-E,@surface,winter,winterOnly,positive,-42,15806,383.5,0.2491280518,1.98,TRUE,CR,"chronology gap > 3000 years, but fills important geographic region",http://lipdverse.org/wNAm/0_16_2/LowderCreekBog.Anderson.1999.html
LowderCreekBog.Anderson.1999,Lowder Creek Bog,North America>United States Of America>Utah,37.6644,-112.7749,3077,10.1080/15230430.1999.12003321,,wNAm,14549,14549,Peat,pollen,ratio,pollen,,,Indication for the relative position of upper treeline,Picea/Pinus,unitless,abs,T,air@surface,annual,annual,positive,-42,15806,383.5,0.2491280518,0.38,TRUE,CR,"Chronology gap > 3000 years, but fills important geographic region. This pollen ratio time series was generated for the wNAm database.",http://lipdverse.org/wNAm/0_16_2/LowderCreekBog.Anderson.1999.html
LowderCreekBog.Anderson.1999,Lowder Creek Bog,North America>United States Of America>Utah,37.6644,-112.7749,3077,10.1080/15230430.1999.12003321,,wNAm,14549,14549,Peat,pollen,ratio,pollen,,,Ratio to relative shifts between the subalpine and the lower altitudinal steppe vegetation belts. A proxy for the elevation of treeline,Picea/Artemisia,unitless,abs,T,air@surface,annual,annual,positive,-42,15806,383.5,0.2491280518,2.93,TRUE,CR,"Chronology gap > 3000 years, but fills important geographic region. This pollen ratio time series was generated for the wNAm database.",http://lipdverse.org/wNAm/0_16_2/LowderCreekBog.Anderson.1999.html
LowderCreekBog.Anderson.1999,Lowder Creek Bog,North America>United States Of America>Utah,37.6644,-112.7749,3077,10.1080/15230430.1999.12003321,,wNAm,14549,14549,Peat,pollen,ratio,pollen,,,Indication for the relative position of lower treeline,Pinus/Artemisia,unitless,abs,T,air@surface,annual,annual,positive,-42,15806,383.5,0.2491280518,3.32,TRUE,CR,"Chronology gap > 3000 years, but fills important geographic region. This pollen ratio time series was generated for the wNAm database.",http://lipdverse.org/wNAm/0_16_2/LowderCreekBog.Anderson.1999.html
LowerBearLake.Kirby.2012,Lower Bear Lake,North America>United States Of America>California,34.2,-116.9,2059,10.1016/j.quascirev.2012.05.008,,www.ncdc.noaa.gov/paleo/study/13215,,,LakeSediment,TOC,bulk sediment,biophysical,,,high LOI interpreted as increased precipitation/run-off (pluvials) and thus higher relative lake level.,LOI,percent,abs,P,runoff@surface,annual,annual,positive,475.51,9355.9,17.26,3.716053011,15.31,TRUE,"MEK, SHA","Record of pluvials with an annual/winter season interpretation ""These conditions include a significantly southward displaced, winter season polar front jet stream, its associated storm tracks, and moisture transport from the tropical North Pacific. Moreover, these conditions must persist on a near annual (winter season) basis for the duration of the lakes existence. To develop and maintain decadal-to-multi-centennial scale lakes in the Mojave River sink requires atmospheric conditions that generate higher- than-average winter precipitation across the region on a recurring annual basis.""",http://lipdverse.org/wNAm/0_16_2/LowerBearLake.Kirby.2012.html
LowerBearLake.Kirby.2012,Lower Bear Lake,North America>United States Of America>California,34.2,-116.9,2059,10.1016/j.quascirev.2012.05.008,,www.ncdc.noaa.gov/paleo/study/13215,,,LakeSediment,C/N,bulk sediment,biophysical,,,high CN interpreted as increased precipitation/run-off (pluvials) and thus higher relative lake level.,molarCN,unitless,abs,P,runoff@surface,annual,annual,positive,475.51,9350.85,34.9,3.718167417,2.21,TRUE,"MEK, SHA",,http://lipdverse.org/wNAm/0_16_2/LowerBearLake.Kirby.2012.html
Macal.Akers.2016,Macal Chasm,North America>Central America>Belize,16.883,-89.108,530,10.1016/j.palaeo.2016.07.007,,www.ncdc.noaa.gov/paleo/study/20506,,,Speleothem,d13C,calcite,isotope,,,"""higher levels of vegetation and organic matter as a carbon source will decrease the δ13C value of epikarst waters as the water more closely approximates the naturally lower δ13C values of organic material. Since vegetative productivity is sensitive to water-stress in the karstic Vaca Plateau, drier conditions reduce the amount of biogenic carbon (although potentially with a temporal lag), and thus drier conditions would be expected to produce higher δ13C values of water in the epikarst.""",d13C,permil,abs,P-E,@surface,annual,annual,negative,-42.6,5245,3.6,3.0259475,267.3,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Macal.Akers.2016.html
Macal.Akers.2016,Macal Chasm,North America>Central America>Belize,16.883,-89.108,530,10.1016/j.palaeo.2016.07.007,,www.ncdc.noaa.gov/paleo/study/20506,,,Speleothem,d18O,calcite,isotope,,,"Amount effect ""The δ18O variation of rainfall in many tropical locations like the Vaca Plateau is largely controlled by the amount effect, where increased amounts of rainfall are correlated with lower δ18O values""",d18O,permil,abs,P,amount@surface,annual,annual,negative,-42.6,5245,3.6,3.0259475,6.84,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Macal.Akers.2016.html
Macal.Akers.2016,Macal Chasm,North America>Central America>Belize,16.883,-89.108,530,10.1016/j.palaeo.2016.07.007,,www.ncdc.noaa.gov/paleo/study/20506,,,Speleothem,reflectance,calcite,biophysical,,,"""Thus, an increase in ultraviolet-stimulated luminescence (UVL) intensity is viewed as reflecting increases in soil productivity and vegetation above the cave (Shopov et al., 1994; McGarry and Baker, 2000). In the water-stressed Vaca Plateau, in- creased soil productivity is most likely to result from increased rainfall.""",reflectance,grayscale,abs,P-E,@surface,annual,annual,negative,-45.23,5244.91,0.11,3.024494626,4.07,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/Macal.Akers.2016.html
Marcella.Anderson.2007,Marcella,North America>Canada>Yukon Territory,60.0733,-133.8055,749,10.1016/j.quascirev.2006.04.011,,www.ncdc.noaa.gov/paleo/study/6066,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,summer,summerOnly,negative,-50,4732,29,0.6273525721,5.69,TRUE,SHA,Lat/lon updated to four decimals with Google Earth,http://lipdverse.org/wNAm/0_16_2/Marcella.Anderson.2007.html
Marion.Mathewes.1973,Marion,North America>Canada>British Columbia,49.3106,-122.5483,305,10.1139/b73-271,10.1139/b81-100,wNAm,1705,1705,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,58,10542,89,0.5723006486,2.1,TRUE,"CR, SHA","Check why were these not in temp12k. (SA) Lat/lon updated to four decimals with Google Earth, lake also called Jacobs lake.",http://lipdverse.org/wNAm/0_16_2/Marion.Mathewes.1973.html
Marion.Mathewes.1973,Marion,North America>Canada>British Columbia,49.3106,-122.5483,305,10.1139/b73-271,10.1139/b81-100,wNAm,1705,1705,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,58,10542,89,0.5723006486,2,TRUE,"CR, SHA","Check why were these not in temp12k. (SA) Lat/lon updated to four decimals with Google Earth, lake also called Jacobs lake.",http://lipdverse.org/wNAm/0_16_2/Marion.Mathewes.1973.html
Marion.Mathewes.1973,Marion,North America>Canada>British Columbia,49.3106,-122.5483,305,10.1139/b73-271,10.1139/b81-100,wNAm,1705,1705,LakeSediment,pollen,assemblage,pollen,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,58,10542,89,0.5723006486,3,TRUE,"CR, SHA","Check why were these not in temp12k. (SA) Lat/lon updated to four decimals with Google Earth, lake also called Jacobs lake.",http://lipdverse.org/wNAm/0_16_2/Marion.Mathewes.1973.html
Marion.Mathewes.1973,Marion,North America>Canada>British Columbia,49.3106,-122.5483,305,10.1139/b73-271,10.1139/b81-100,wNAm,1705,1705,LakeSediment,pollen,assemblage,pollen,MAT,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,58,10542,89,0.5723006486,368,TRUE,"CR, SHA","(SA) Lat/lon updated to four decimals with Google Earth, lake also called Jacobs lake",http://lipdverse.org/wNAm/0_16_2/Marion.Mathewes.1973.html
MarshallLake.Munroe.2020,Marshall Lake,North America>United States Of America>Utah,40.6756,-110.8742,3043,10.1002/jqs.3250,,wNAm,,,LakeSediment,Ca/Ti,bulk sediment,biophysical,,,,Ca/Ti-z,unitless,anom,DUST,amount@surface,annual,annual,positive,1091,12759,122,0,,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/MarshallLake.Munroe.2020.html
MD02_2503.Hill.2006,MD02_2503,Pacific Ocean>North Pacific Ocean,34.3862,-120.0365,-569,10.1016/j.quascirev.2006.03.012,,www.ncdc.noaa.gov/paleo/study/5582,,,MarineSediment,d18O,bulloides,isotope,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=15.1862, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.4821) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,141.492,35767,138.041,0.927604046,2.1,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/MD02_2503.Hill.2006.html
MD02_2515.McClymont.2012,MD02_2515,Pacific Ocean>North Pacific Ocean,27.4835,-112.0743,-881,10.1029/2011PA002226,,10.1594/PANGAEA.861260,,,MarineSediment,alkenone,UK37,alkenone,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,"(SST calculated from Uk37 (TSid=WEB96b82a50) using the BAYSPLINE program UK_predict. Parameters: pstd=10, bayes=unspecified. Tex86 record is consistently 8C cooler than the alkenone record from the same site, probably because it is recording temperatures from below the thermocline around 50m.",temperature,degC,abs,T,sea@surface,annual,annual,positive,6825.404,24988.85,30.192,0.7730072067,1.7,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/MD02_2515.McClymont.2012.html
MD02_2515.McClymont.2012,MD02_2515,Pacific Ocean>North Pacific Ocean,27.4835,-112.0743,-881,10.1029/2011PA002226,,10.1594/PANGAEA.861260,,,MarineSediment,GDGT,TEX86,other biomarker,"Bayspar (bayspar_tex.m) 10.1016/j.gca.2013.11.026 Parameters: prior_std=10, runname=SST, varargin=1000,1",,"SST calculated from TEX86 (TSid=WEBdde62d62) using the BAYSPAR program bayspar_tex. Parameters: prior_std=10, runname=SST, varargin=1000,1. Tex86 record is consistently 8C cooler than the alkenone record from the same site, probably because it is recording temperatures from below the thermocline around 50m.",temperature,degC,abs,T,sea@surface,annual,annual,positive,6825.404,24988.85,46.85,0.7730072067,2.9,TRUE,"JET, DSK",,http://lipdverse.org/wNAm/0_16_2/MD02_2515.McClymont.2012.html
MD02-2499.Lopez.2018,MD02-2499,Pacific Ocean>North Pacific Ocean,41.6517,-124.9375,-905,10.1029/2018PA003352,,www.ncdc.noaa.gov/paleo/study/24150,,,MarineSediment,diatom,assemblage,other microfossil,,,,temperature,degC,abs,T,sea@surface,summer,summerOnly,positive,8223,30956,405,0.5295207837,1.1,TRUE,CR,Untennable temperature scale (0-1600°C); less than 4000 years during the Holocene,http://lipdverse.org/wNAm/0_16_2/MD02-2499.Lopez.2018.html
MD02-2515.Bhattacharya.2018,Guaymas Basin,Pacific Ocean>North Pacific Ocean,27.48,-112.07,-881,10.1038/s41561-018-0220-7,10.1029/2011PA002226,www.ncdc.noaa.gov/paleo/study/24890,,,MarineSediment,dD,leaf wax,isotope,,,"""Leaf-wax-based inferences of δD precipitation closely track changes in the proportion of annual rainfall that comes from the monsoon (expressed as the percentage of July–September (JAS) rainfall)""",precipitation,percent,abs,P,@surface,summer,summerOnly,positive,5818,20995,110.3,0.6470397929,2.04,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/MD02-2515.Bhattacharya.2018.html
MD02-2517.Bhattacharya.2018,Guaymas Basin,Pacific Ocean>North Pacific Ocean,27.48,-112.07,-881,10.1038/s41561-018-0220-7,,www.ncdc.noaa.gov/paleo/study/24890,,,MarineSediment,dD,leaf wax,isotope,,,"""Leaf-wax-based inferences of δD precipitation closely track changes in the proportion of annual rainfall that comes from the monsoon (expressed as the percentage of July–September (JAS) rainfall)""",precipitation,percent,abs,P,@surface,summer,summerOnly,positive,1571.8,5795.4,144.8,1.894118761,327.44,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/MD02-2517.Bhattacharya.2018.html
MD02-2553.Poore.2009,Gulf of Mexico,Atlantic Ocean>North Atlantic Ocean>Gulf Of Mexico,27.1835,-91.4167,-2259,10.1130/G21040.1,,wNAm,,,MarineSediment,foraminifera,single species,other microfossil,,,"Digitized record from figure 22.7. ""Warmer intervals would result in a more northerly av- erage position of the ITCZ and higher G. sac- culifer abundances in gulf sediments, whereas cooler intervals would result in a more south- erly average position of the ITCZ and lower G. sacculifer abundances in gulf sediments""",G.sacculifer,percent,abs,P,@surface,summer,summerOnly,positive,220.117,9262.61,31.23,2.211779429,1.51,TRUE,CR,Digitized record from figure 22.7.,http://lipdverse.org/wNAm/0_16_2/MD02-2553.Poore.2009.html
MeliLake.Anderson.2001,Meli Lake,North America>United States Of America>Alaska,68.6836,-149.075,741,10.1006/qres.2001.2219,,www.ncdc.noaa.gov/paleo/study/5469,,,LakeSediment,d18O,bulk sediment,isotope,,,P/E lake,d18O,permil,abs,P-E,lake@surface,annual,annual,negative,27.8,8682.4,366.6,0.6932729416,2.04,TRUE,JRR,cannot verify seasonality,http://lipdverse.org/wNAm/0_16_2/MeliLake.Anderson.2001.html
MicaLake.Schiff.2009,Mica Lake,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,60.687,-148.1422,3,10.1007/s10933-008-9261-z,,www.ncdc.noaa.gov/paleo/study/6202,,,LakeSediment,d18O,bulk sediment,isotope,,,,d18O,permil,abs,MODE,aleutianLow,winter,winterOnly,positive,-44,9504,186,1.675743611,0.63,TRUE,CR,,http://lipdverse.org/wNAm/0_16_2/MicaLake.Schiff.2009.html
MiddenCluster1.Harbert.2018,Midden Cluster 1,North America>United States Of America>Utah,37.9049,-110.1304,1835,10.5334/oq.46,10.1038/s41597-020-0445-3,geochange.er.usgs.gov/midden/,,,Midden,macrofossils,assemblage,biophysical,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,15211,27,,2.1,TRUE,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/wNAm/0_16_2/MiddenCluster1.Harbert.2018.html
MiddenCluster1.Harbert.2018,Midden Cluster 1,North America>United States Of America>Utah,37.9049,-110.1304,1835,10.5334/oq.46,10.1038/s41597-020-0445-3,geochange.er.usgs.gov/midden/,,,Midden,macrofossils,assemblage,biophysical,,,,precipitation,mm,abs,P,amount@surface,annual,annual,positive,0,15211,27,,368.42,TRUE,AD,"This time series was generated for the wNAm database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/wNAm/0_16_2/MiddenCluster1.Harbert.2018.html
MiddenCluster1.Harbert.2018,Midden Cluster 1,North America>United States Of America>Utah,37.9049,-110.1304,1835,10.5334/oq.46,10.1038/s41597-020-0445-3,geochange.er.usgs.gov/midden/,,,Midden,macrofossils,assemblage,biophysical,,,,waterBalance,mm,abs,P-E,@surface,annual,annual,positive,0,15211,27,,368.42,TRUE,AD,"This time series was generated for the wNAm database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/wNAm/0_16_2/MiddenCluster1.Harbert.2018.html
MiddenCluster2.Harbert.2018,Midden Cluster 2,North America>United States Of America>Nevada,36.3806,-115.1879,1297,10.5334/oq.46,10.1038/s41597-020-0445-3,geochange.er.usgs.gov/midden/,,,Midden,macrofossils,assemblage,biophysical,Climate Reconstruction Analysis using Coexistence Likelihood Estimation,,,temperature,degC,abs,T,air@surface,annual,annual,positive,0,47262,94.5,,2.1,TRUE,AD,"this time series was generated for the Temp12k database; multiple sites were aggregated into clusters based on spatial proximity using a hierarchical clustering approach (hclust, base R), with an upper limit of 200 km",http://lipdverse.org/wNAm/0_16_2/MiddenCluster2.Harbert.2018.html
